loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type
6400,6400,6400, 36 months,10.59,208.29,B,B2,2 years,RENT,36000,Verified,Fully Paid,n,13.83,0,0,,,7,0,16283,89.5,16,f,0,0,7497.919006,7497.92,6400,1097.92,0,0,0,221.1,0,,1,INDIVIDUAL
5000,5000,5000, 36 months,7.49,155.51,A,A4,6 years,MORTGAGE,144000,Source Verified,Fully Paid,n,10.82,0,0,66,,6,0,14298,75.3,16,f,0,0,5595.693778,5595.69,5000,595.69,0,0,0,174.23,0,,1,INDIVIDUAL
9000,9000,9000, 36 months,10.59,292.91,B,B2,10+ years,MORTGAGE,40000,Verified,Fully Paid,n,24.93,0,6,,,17,0,15632,22,50,f,0,0,9580.75,9580.75,9000,580.75,0,0,0,7534.97,0,,1,INDIVIDUAL
10400,10400,10400, 36 months,11.49,342.91,B,B4,10+ years,OWN,38000,Not Verified,Fully Paid,n,7.07,0,0,47,,6,0,667,4.6,16,f,0,0,11129.29,11129.29,10400,729.29,0,0,0,8734.34,0,,1,INDIVIDUAL
24000,15575,15550, 60 months,13.49,358.3,C,C2,9 years,MORTGAGE,68004,Verified,Current,n,18.74,0,0,28,,14,0,24941,31.4,43,f,2083.36,2079.95,19322.16,19291.26,13491.64,5830.52,0,0,0,358.3,0,,1,INDIVIDUAL
27500,27500,26975, 36 months,11.99,913.27,B,B5,2 years,OWN,85000,Verified,Fully Paid,n,13.45,0,0,,,7,0,30955,64.2,43,f,0,0,32841.34169,32214.38,27500,5295.68,45.66,0,0,5447.74,0,,1,INDIVIDUAL
1800,1800,1800, 36 months,12.99,60.65,C,C1,5 years,RENT,145000,Verified,Fully Paid,n,4.49,5,0,7,,3,0,494,1.4,14,f,0,0,2197.582606,2197.58,1800,382.61,14.97688922,0,0,4.32,0,,1,INDIVIDUAL
10000,10000,9975, 36 months,7.49,311.02,A,A4,6 years,RENT,50000,Verified,Fully Paid,n,18.12,0,2,,,9,0,6588,22.8,36,f,0,0,11203.80283,11175.81,10000,1203.8,0,0,0,33.13,0,,1,INDIVIDUAL
22000,22000,22000, 60 months,21.74,604.37,F,F5,3 years,MORTGAGE,155000,Source Verified,Fully Paid,n,7.18,0,0,,,12,0,5861,45.6,26,f,0,0,35496.50917,35496.51,22000,13496.51,0,0,0,7123.93,0,,1,INDIVIDUAL
1000,1000,1000, 36 months,10.59,32.55,B,B2,n/a,MORTGAGE,36000,Not Verified,Fully Paid,n,22.87,0,0,,,9,0,5120,51.2,39,f,0,0,1149.94,1149.94,1000,149.94,0,0,0,402.28,0,,1,INDIVIDUAL
5000,5000,5000, 36 months,13.49,169.66,C,C2,2 years,RENT,45000,Source Verified,Fully Paid,n,14.48,1,2,15,,5,0,3152,70,7,f,0,0,6102.709899,6102.71,5000,1102.71,0,0,0,187.55,0,,1,INDIVIDUAL
6000,6000,5975, 36 months,11.49,197.83,B,B4,10+ years,MORTGAGE,70000,Verified,Fully Paid,n,6.84,0,2,46,,8,0,7575,39.5,44,f,0,0,6815.21,6786.82,6000,815.21,0,0,0,3463.14,0,,1,INDIVIDUAL
3600,3600,3600, 36 months,6.99,111.15,A,A3,2 years,OWN,40000,Source Verified,Fully Paid,n,10.47,0,3,,,7,0,331,16.5,20,f,0,0,4000.339859,4000.34,3600,400.34,0,0,0,116.29,0,,1,INDIVIDUAL
18000,18000,18000, 36 months,6.99,555.71,A,A3,10+ years,MORTGAGE,110000,Verified,Fully Paid,n,17.16,0,0,,,15,0,1264,1.6,36,f,0,0,19222.76,19222.76,18000,1222.76,0,0,0,12008.55,0,,1,INDIVIDUAL
16000,16000,16000, 36 months,11.49,527.55,B,B4,1 year,RENT,105000,Verified,Fully Paid,n,15.42,0,1,,,20,0,47496,45.2,54,f,0,0,18983.48948,18983.49,16000,2983.49,0,0,0,557.08,0,,1,INDIVIDUAL
11500,7450,7450, 36 months,6.99,230.01,A,A3,6 years,OWN,56000,Not Verified,Fully Paid,n,20.08,0,0,,,8,0,12450,29,22,f,0,0,8081.95,8081.95,7450,631.95,0,0,0,3948.45,0,,1,INDIVIDUAL
6125,6125,6100, 36 months,7.49,190.5,A,A4,2 years,RENT,70000,Verified,Fully Paid,n,11.16,0,1,,,12,0,1646,11.8,15,f,0,0,6854.555794,6826.59,6125,729.56,0,0,0,214.65,0,,1,INDIVIDUAL
7500,7500,7500, 36 months,9.99,241.97,B,B1,10+ years,RENT,60000,Verified,Fully Paid,n,17.46,0,1,,,8,0,740,15.4,10,f,0,0,8532.86,8532.86,7500,1032.86,0,0,0,3224.75,0,,1,INDIVIDUAL
4000,4000,3975, 36 months,10.59,130.18,B,B2,10+ years,RENT,49000,Verified,Fully Paid,n,11.73,0,1,,,9,0,6142,44.5,20,f,0,0,4684.251052,4654.98,4000,684.25,0,0,0,141.28,0,,1,INDIVIDUAL
3800,3800,3800, 36 months,5.99,115.59,A,A2,2 years,MORTGAGE,21600,Not Verified,Fully Paid,n,12.5,0,1,,,9,0,1001,3.1,23,f,0,0,4160.874899,4160.87,3800,360.87,0,0,0,117.39,0,,1,INDIVIDUAL
4000,4000,4000, 36 months,17.99,144.59,E,E1,< 1 year,RENT,36000,Verified,Fully Paid,n,4.43,0,0,,,5,0,3042,74.2,5,f,0,0,5216.996228,5217,4000,1202.04,14.95642852,0,0,154.67,0,,1,INDIVIDUAL
7500,7500,7500, 36 months,7.49,233.27,A,A4,5 years,RENT,31000,Not Verified,Fully Paid,n,23.11,0,0,,,6,0,9966,73.8,20,f,0,0,8373.91,8373.91,7500,873.91,0,0,0,1398.91,0,,1,INDIVIDUAL
28000,17600,17575, 60 months,20.25,468.75,F,F1,4 years,MORTGAGE,112500,Verified,Fully Paid,n,17.78,0,2,,99,15,1,17419,57.9,37,f,0,0,19885.81,19857.58,17600,2285.81,0,0,0,16619.03,0,,1,INDIVIDUAL
8000,8000,8000, 36 months,11.99,265.68,B,B5,9 years,MORTGAGE,75000,Not Verified,Fully Paid,n,14.96,0,1,25,,14,0,10822,59.1,25,f,0,0,9334.3,9334.3,7999.99,1334.31,0,0,0,3491.91,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,6.99,370.48,A,A3,6 years,RENT,70000,Verified,Fully Paid,n,20.33,0,0,,,7,0,3231,12.7,23,f,0,0,13314.93,13314.93,12000,1314.93,0,0,0,1842.09,0,,1,INDIVIDUAL
6400,6400,6400, 36 months,10.99,209.5,B,B3,4 years,RENT,20000,Not Verified,Fully Paid,n,13.74,0,1,,,3,0,264,37.7,7,f,0,0,7510.5,7510.5,6400,1110.5,0,0,0,1246.76,0,,1,INDIVIDUAL
13625,13625,13600, 36 months,10.99,446.01,B,B3,4 years,RENT,64900,Verified,Fully Paid,n,23.72,0,0,,,16,0,9513,71,31,f,0,0,16007.27629,15977.94,13625,2382.28,0,0,0,2224.81,0,,1,INDIVIDUAL
15000,15000,15000, 36 months,12.99,505.34,C,C1,5 years,MORTGAGE,370000,Verified,Fully Paid,n,5.64,0,0,67,,13,0,8078,68.5,44,f,0,0,18186.87562,18186.88,15000,3186.88,0,0,0,526.33,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,13.99,341.73,C,C3,10+ years,MORTGAGE,85000,Source Verified,Fully Paid,n,12.65,0,2,,,7,0,24308,98.4,21,f,0,0,12292.41284,12292.41,10000,2292.41,0,0,0,371.3,0,,1,INDIVIDUAL
14400,14400,14150, 36 months,9.99,464.58,B,B1,7 years,MORTGAGE,65000,Verified,Fully Paid,n,12.37,0,0,,,9,0,8745,57.2,22,f,0,0,16718.9185,16428.59,14400,2318.92,0,0,0,490.56,0,,1,INDIVIDUAL
16000,11000,10750, 60 months,11.49,241.87,B,B4,9 years,MORTGAGE,72000,Source Verified,Fully Paid,n,16.75,0,0,,98,9,1,3617,13.4,18,f,0,0,12833.56,12541.72,11000,1833.56,0,0,0,8265.54,0,,1,INDIVIDUAL
9950,9950,9950, 36 months,12.99,335.21,C,C1,7 years,RENT,30784,Source Verified,Charged Off,n,24.32,0,0,52,,9,0,8647,88.2,15,f,0,0,4419.19,4419.19,2893.29,1121.91,0,403.99,3.98,335.21,0,,1,INDIVIDUAL
35000,21425,21375, 60 months,17.99,543.94,E,E1,10+ years,MORTGAGE,180000,Verified,Fully Paid,n,15.43,1,1,13,,9,0,0,0,42,f,0,0,32155.41764,32080.49,21425,10730.42,0,0,0,6069.86,0,,1,INDIVIDUAL
15000,11800,11775, 60 months,12.99,268.43,C,C1,7 years,RENT,42500,Not Verified,Current,n,13.86,1,0,14,,7,0,5985,57.5,23,f,1577.04,1573.6,14482.19,14451.68,10222.95,4229.37,29.8710309,0,0,268.43,0,,1,INDIVIDUAL
18000,18000,18000, 36 months,10.99,589.22,B,B3,3 years,MORTGAGE,103992,Verified,Fully Paid,n,24,0,0,42,,12,0,41036,62.1,43,f,0,0,21208.05808,21208.06,18000,3208.06,0,0,0,605.82,0,,1,INDIVIDUAL
4800,4800,4800, 60 months,16.49,117.99,D,D3,10+ years,RENT,30000,Source Verified,Current,n,6.32,0,3,,,14,0,4156,45.7,29,f,163.25,163.25,6705.59,6705.59,4636.75,2068.84,0,0,0,117.99,0,,1,INDIVIDUAL
5000,5000,5000, 36 months,6.99,154.37,A,A3,6 years,MORTGAGE,45000,Source Verified,Fully Paid,n,8.51,0,0,,,12,0,3998,28.8,14,f,0,0,5188.26,5188.26,5000,188.26,0,0,0,4263.54,0,,1,INDIVIDUAL
8000,8000,7975, 36 months,9.99,258.1,B,B1,9 years,RENT,50000,Verified,Fully Paid,n,20.52,2,1,3,,6,0,960,21.8,16,f,0,0,8487.17,8460.65,8000,487.17,0,0,0,6685.64,0,,1,INDIVIDUAL
10000,10000,9975, 36 months,7.49,311.02,A,A4,4 years,RENT,60000,Verified,Fully Paid,n,27.98,0,0,75,,13,0,10642,50.2,27,f,0,0,11192.96465,11165,10000,1192.96,0,0,0,337.02,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,9.99,322.63,B,B1,< 1 year,RENT,85248,Source Verified,Fully Paid,n,6.36,0,0,,,8,0,18388,85.5,24,f,0,0,11610.36741,11610.37,10000,1610.37,0,0,0,344.36,0,,1,INDIVIDUAL
5000,5000,5000, 36 months,5.99,152.09,A,A2,10+ years,MORTGAGE,60000,Not Verified,Fully Paid,n,11.48,0,1,,,8,0,2252,3.6,24,f,0,0,5073.17,5073.17,5000,73.17,0,0,0,4769.33,0,,1,INDIVIDUAL
20000,20000,19975, 36 months,11.99,664.2,B,B5,1 year,RENT,350000,Verified,Fully Paid,n,12.22,0,0,34,,8,0,27733,80.4,24,f,0,0,23845.35089,23815.55,20000,3845.35,0,0,0,3257.32,0,,1,INDIVIDUAL
3200,3200,3200, 36 months,8.49,101.01,A,A5,1 year,RENT,55000,Not Verified,Fully Paid,n,17.41,0,0,,,6,0,12073,94.3,12,f,0,0,3364.5,3364.5,3200,164.5,0,0,0,2664.34,0,,1,INDIVIDUAL
1900,1900,1900, 36 months,13.49,64.47,C,C2,7 years,RENT,19392,Not Verified,Fully Paid,n,2.66,0,0,52,115,3,1,1499,83.3,21,f,0,0,2038.64,2038.64,1900,138.64,0,0,0,1654.65,0,,1,INDIVIDUAL
20000,17275,17275, 36 months,11.99,573.7,B,B5,< 1 year,MORTGAGE,57000,Verified,Fully Paid,n,13.79,0,0,,,12,0,19863,83.5,16,f,0,0,20652.45484,20652.45,17275,3377.45,0,0,0,575.74,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,10.99,392.81,B,B3,4 years,RENT,120000,Source Verified,Fully Paid,n,9.72,0,0,37,,12,0,17285,80.4,21,f,0,0,14135.20526,14135.21,12000,2135.21,0,0,0,421.31,0,,1,INDIVIDUAL
7000,7000,7000, 36 months,10.99,229.14,B,B3,10+ years,RENT,45000,Source Verified,Fully Paid,n,19.2,0,0,,,12,0,18196,86.8,22,f,0,0,8243.470525,8243.47,7000,1243.47,0,0,0,254.41,0,,1,INDIVIDUAL
2000,2000,2000, 36 months,10.59,65.09,B,B2,2 years,RENT,19200,Not Verified,Fully Paid,n,16.06,0,0,,,7,0,6340,83.4,17,f,0,0,2344.009126,2344.01,2000,344.01,0,0,0,72.67,0,,1,INDIVIDUAL
7000,7000,7000, 36 months,11.99,232.47,B,B5,< 1 year,MORTGAGE,75000,Source Verified,Fully Paid,n,16.56,0,0,66,,12,0,13497,86.5,19,f,0,0,8336.572509,8336.57,7000,1336.57,0,0,0,228.95,0,,1,INDIVIDUAL
5600,5600,5600, 36 months,15.99,196.86,D,D2,8 years,RENT,75000,Not Verified,Fully Paid,n,21,0,0,,,10,0,5412,88.7,15,f,0,0,7078.531948,7078.53,5600,1478.53,0,0,0,219.86,0,,1,INDIVIDUAL
15000,15000,15000, 60 months,18.79,387.38,E,E3,2 years,MORTGAGE,98500,Verified,Current,n,23.81,0,1,35,,13,0,17083,84.2,28,f,349.51,349.51,22466.32,22466.32,14650.49,7815.83,0,0,0,387.38,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,7.49,373.22,A,A4,10+ years,OWN,51000,Not Verified,Fully Paid,n,7.81,0,1,,,21,0,9913,13.1,40,f,0,0,13091.61,13091.61,12000,1091.61,0,0,0,6386.46,0,,1,INDIVIDUAL
8050,8050,8050, 60 months,15.23,192.49,C,C5,2 years,MORTGAGE,36500,Verified,Charged Off,n,19.82,0,1,32,112,16,1,8653,42.1,31,f,0,0,9203.37,9203.37,5570.42,3144.71,0,488.24,87.88320001,211.99,0,,1,INDIVIDUAL
12375,12375,12375, 36 months,11.49,408.02,B,B4,10+ years,MORTGAGE,56000,Verified,Fully Paid,n,20.04,0,0,,,16,0,2128,6.2,53,f,0,0,14658.52826,14658.53,12375,2283.53,0,0,0,1636.77,0,,1,INDIVIDUAL
12000,12000,12000, 60 months,20.25,319.6,F,F1,5 years,RENT,36000,Source Verified,Fully Paid,n,18.7,0,0,,,6,0,9693,95,9,f,0,0,18807.11604,18807.12,12000,6807.12,0,0,0,3833.34,0,,1,INDIVIDUAL
25000,15725,15725, 60 months,13.49,361.75,C,C2,3 years,MORTGAGE,130000,Source Verified,Fully Paid,n,17.25,0,0,58,,16,0,25335,25.7,48,f,0,0,15903.22,15903.22,15725,178.22,0,0,0,15903.55,0,,1,INDIVIDUAL
6000,6000,6000, 36 months,10.99,196.41,B,B3,8 years,RENT,98000,Source Verified,Fully Paid,n,6.4,0,0,,,7,0,6493,67.6,20,f,0,0,6746.84,6746.84,6000,746.84,0,0,0,3622.19,0,,1,INDIVIDUAL
7800,7800,7800, 60 months,20.25,207.74,F,F1,5 years,RENT,95000,Verified,Fully Paid,n,23.1,0,0,52,,19,0,32517,86.9,29,f,0,0,9855.75,9855.75,7800,2055.75,0,0,0,6742.12,0,,1,INDIVIDUAL
12000,12000,12000, 60 months,16.49,294.96,D,D3,7 years,RENT,65000,Source Verified,Fully Paid,n,15.69,0,1,27,,10,0,8434,49.7,25,f,0,0,14265.25,14265.25,12000,2265.25,0,0,0,10156.11,0,,1,INDIVIDUAL
5000,5000,5000, 36 months,11.99,166.05,B,B5,5 years,RENT,71000,Not Verified,Fully Paid,n,21.95,0,0,,,7,0,44649,94.8,15,f,0,0,5972.502648,5972.5,5000,972.5,0,0,0,494.4,0,,1,INDIVIDUAL
11200,11200,11175, 36 months,11.99,371.95,B,B5,2 years,RENT,87500,Verified,Fully Paid,n,19.01,0,0,,,10,0,17982,89.5,22,f,0,0,12856.33,12827.63,11200,1656.33,0,0,0,6163.14,0,,1,INDIVIDUAL
4800,4800,4800, 36 months,11.99,159.41,B,B5,8 years,RENT,50000,Source Verified,Fully Paid,n,20.28,0,0,,,8,0,16910,72.6,16,f,0,0,5654.4,5654.4,4800,854.4,0,0,0,1670.63,0,,1,INDIVIDUAL
3600,3600,3600, 36 months,7.49,111.97,A,A4,9 years,RENT,32000,Source Verified,Fully Paid,n,7.88,0,0,,,3,0,644,2.9,15,f,0,0,3959.36,3959.36,3600,359.36,0,0,0,1612.26,0,,1,INDIVIDUAL
32775,20100,20100, 60 months,18.39,514.69,E,E2,1 year,MORTGAGE,230000,Verified,Fully Paid,n,16.41,0,0,,,18,0,118847,78.6,33,f,0,0,29858.15967,29858.16,20100,9758.16,0,0,0,9506.52,0,,1,INDIVIDUAL
3050,3050,3050, 36 months,6.99,94.17,A,A3,2 years,RENT,36000,Source Verified,Fully Paid,n,9.8,0,0,,,5,0,1523,14.2,5,f,0,0,3389.099538,3389.1,3050,339.1,0,0,0,99.04,0,,1,INDIVIDUAL
7000,7000,7000, 36 months,7.49,217.72,A,A4,2 years,RENT,99100,Source Verified,Fully Paid,n,15.73,0,1,,,15,0,9222,29.6,24,f,0,0,7450.36,7450.36,7000,450.36,0,0,0,5062.32,0,,1,INDIVIDUAL
8000,8000,8000, 36 months,11.99,265.68,B,B5,10+ years,MORTGAGE,82000,Verified,Fully Paid,n,24.41,0,3,,,19,0,14223,39.9,32,f,0,0,9563.917462,9563.92,8000,1563.92,0,0,0,267.29,0,,1,INDIVIDUAL
5000,5000,5000, 36 months,9.99,161.32,B,B1,4 years,RENT,47000,Source Verified,Fully Paid,n,2.55,0,0,48,,8,0,4402,26.8,20,f,0,0,5803.300035,5803.3,5000,803.3,0,0,0,181.9,0,,1,INDIVIDUAL
24000,15825,15825, 60 months,15.99,384.75,D,D2,10+ years,MORTGAGE,87500,Verified,Current,n,22.52,1,0,15,,14,0,27860,50.7,29,f,2223.24,2223.24,20741.86,20741.86,13601.75,7140.11,0,0,0,384.75,0,,1,INDIVIDUAL
12175,12175,12150, 60 months,14.79,288.31,C,C4,6 years,RENT,28800,Verified,Current,n,20.79,0,1,43,,7,0,2799,26.4,24,f,1663.98,1660.55,15556.65,15524.74,10511.02,5045.63,0,0,0,288.31,0,,1,INDIVIDUAL
35000,23450,23200, 60 months,10.99,509.75,B,B3,3 years,MORTGAGE,86400,Verified,Fully Paid,n,9.82,0,0,,,6,0,10163,33.8,27,f,0,0,26373.05,26091.87,23450,2923.05,0,0,0,19249.94,0,,1,INDIVIDUAL
7000,7000,7000, 36 months,7.49,217.72,A,A4,5 years,MORTGAGE,74400,Not Verified,Fully Paid,n,11.53,0,0,82,,9,0,13218,47.2,14,f,0,0,7479.93,7479.93,7000,479.93,0,0,0,4882.85,0,,1,INDIVIDUAL
12000,12000,12000, 60 months,18.79,309.91,E,E3,9 years,MORTGAGE,72000,Source Verified,Charged Off,n,12.33,0,1,,,6,0,12015,51.8,7,f,0,0,5225.49,5225.49,1897.54,2749.9,0,578.05,5.34,329.04,0,,1,INDIVIDUAL
5000,5000,5000, 36 months,10.59,162.73,B,B2,1 year,MORTGAGE,51600,Not Verified,Fully Paid,n,15.49,0,0,45,,22,0,327,12.1,29,f,0,0,5765.01,5765.01,5000,765.01,0,0,0,1871.64,0,,1,INDIVIDUAL
4100,4100,4100, 36 months,13.49,139.12,C,C2,< 1 year,RENT,20000,Verified,Fully Paid,n,21.96,0,0,36,,3,0,3502,64.9,8,f,0,0,5003.893221,5003.89,4100,903.89,0,0,0,155.15,0,,1,INDIVIDUAL
9600,9600,9575, 36 months,11.99,318.82,B,B5,2 years,MORTGAGE,24000,Verified,Fully Paid,n,16.85,0,2,,,7,0,2442,18.2,13,f,0,0,10529.12,10501.7,9600,929.12,0,0,0,7342.66,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,11.99,332.1,B,B5,4 years,MORTGAGE,41004,Not Verified,Fully Paid,n,21.89,0,0,,,13,0,18069,63,31,f,0,0,11578.99,11578.99,9999.99,1579,0,0,0,4938.53,0,,1,INDIVIDUAL
15000,15000,15000, 36 months,7.49,466.53,A,A4,5 years,MORTGAGE,70000,Source Verified,Fully Paid,n,10.44,0,1,,,12,0,1855,3.6,25,f,0,0,16791.92526,16791.93,15000,1791.93,0,0,0,487.56,0,,1,INDIVIDUAL
4800,4800,4800, 36 months,7.49,149.29,A,A4,8 years,RENT,24000,Not Verified,Fully Paid,n,22.55,0,0,72,,8,0,3882,24,17,f,0,0,5371.197468,5371.2,4800,571.2,0,0,0,172.09,0,,1,INDIVIDUAL
6000,6000,5750, 36 months,10.99,196.41,B,B3,10+ years,MORTGAGE,141000,Source Verified,Fully Paid,n,20.14,0,0,,,14,0,131767,94.9,30,f,0,0,6747.24,6466.01,6000,747.24,0,0,0,3619.99,0,,1,INDIVIDUAL
17950,13125,13100, 36 months,7.49,408.21,A,A4,2 years,RENT,130000,Verified,Fully Paid,n,14.6,0,0,,,7,0,12699,47.4,19,f,0,0,14127.23,14100.33,13125,1002.23,0,0,0,8023.39,0,,1,INDIVIDUAL
12000,12000,11975, 36 months,10.99,392.81,B,B3,2 years,RENT,39600,Verified,Fully Paid,n,21.21,0,1,,,7,0,4602,53.5,21,f,0,0,13821.47,13792.7,12000,1821.47,0,0,0,5060.64,0,,1,INDIVIDUAL
7000,7000,6975, 36 months,6.99,216.11,A,A3,1 year,RENT,150000,Verified,Fully Paid,n,17.59,0,1,,,15,0,12068,33.1,35,f,0,0,7593.8,7566.68,7000,593.8,0,0,0,3709.68,0,,1,INDIVIDUAL
12725,12725,12725, 60 months,10.99,276.61,B,B3,9 years,OWN,90000,Not Verified,Fully Paid,n,24.05,0,1,,,9,0,10402,24,34,f,0,0,15861.47885,15861.48,12725,3136.48,0,0,0,3939.17,0,,1,INDIVIDUAL
3500,3500,3500, 36 months,6.99,108.06,A,A3,7 years,RENT,35000,Not Verified,Fully Paid,n,2.5,0,0,,53,6,1,1361,13,11,f,0,0,3889.033412,3889.03,3500,389.03,0,0,0,114.68,0,,1,INDIVIDUAL
6700,6700,6675, 36 months,10.99,219.32,B,B3,3 years,RENT,25700,Verified,Fully Paid,n,21.95,0,0,,111,12,1,5705,55.4,37,f,0,0,7837.73,7808.51,6700,1137.73,0,0,0,1716.88,0,,1,INDIVIDUAL
8000,8000,7950, 36 months,11.99,265.68,B,B5,3 years,RENT,130000,Verified,Fully Paid,n,3.44,0,0,30,,7,0,6401,85.4,15,f,0,0,9139.16,9082.04,7999.99,1139.17,0,0,0,4624.36,0,,1,INDIVIDUAL
14400,14400,14375, 36 months,11.99,478.22,B,B5,n/a,RENT,84000,Verified,Fully Paid,n,14.86,1,2,10,,12,0,12104,42,22,f,0,0,16674.04,16645.09,14400,2274.04,0,0,0,7111.6,0,,1,INDIVIDUAL
3000,3000,3000, 36 months,10.59,97.64,B,B2,3 years,RENT,18000,Verified,Fully Paid,n,4.13,0,0,37,,7,0,781,23,15,f,0,0,3513.119082,3513.12,3000,513.12,0,0,0,105.95,0,,1,INDIVIDUAL
2000,2000,2000, 36 months,18.39,72.7,E,E2,10+ years,MORTGAGE,72000,Not Verified,Charged Off,n,15.62,0,0,66,37,6,1,4766,99.3,14,f,0,0,708.1,708.1,401.34,251.07,0,55.69,0.57,72.7,0,,1,INDIVIDUAL
15000,15000,15000, 60 months,13.99,348.95,C,C3,< 1 year,MORTGAGE,75000,Not Verified,Charged Off,n,15.95,0,3,,,11,0,20934,44.6,35,f,0,0,8624.33,8624.33,4553.13,3457.77,0,613.43,6,348.95,0,,1,INDIVIDUAL
10000,10000,10000, 60 months,11.49,219.88,B,B4,4 years,MORTGAGE,45000,Not Verified,Fully Paid,n,5.41,0,1,,,7,0,4678,20.1,20,f,0,0,11735.93,11735.93,10000,1735.93,0,0,0,7364.94,0,,1,INDIVIDUAL
1800,1800,1800, 36 months,11.99,59.78,B,B5,5 years,RENT,33195.2,Not Verified,Fully Paid,n,12.07,0,0,38,98,3,1,3089,88.3,11,f,0,0,2117.58,2117.58,1800,317.58,0,0,0,613.39,0,,1,INDIVIDUAL
6450,6450,6450, 60 months,19.69,169.78,E,E5,5 years,RENT,23000,Verified,Charged Off,n,22.12,0,0,,,3,0,12981,97.6,3,f,0,0,6364.28,6364.28,2150.08,2443.08,0,1771.12,301.0904,30.45,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,11.49,395.66,B,B4,4 years,RENT,120000,Not Verified,Fully Paid,n,0.38,0,0,,,3,0,823,3.2,4,f,0,0,14228.12597,14228.13,12000,2228.13,0,0,0,1194.91,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,14.79,414.76,C,C4,< 1 year,RENT,24000,Verified,Fully Paid,n,4.9,0,1,,,4,0,3639,38.3,4,f,0,0,13207.51,13207.51,12000,1207.51,0,0,0,9897.2,0,,1,INDIVIDUAL
6000,6000,6000, 36 months,16.49,212.4,D,D3,n/a,RENT,25200,Not Verified,Fully Paid,n,10.14,0,0,34,,5,0,4567,93.2,11,f,0,0,7642.315202,7642.32,6000,1642.32,0,0,0,224.44,0,,1,INDIVIDUAL
13200,13200,13200, 60 months,17.49,331.55,D,D5,3 years,MORTGAGE,63000,Source Verified,Fully Paid,n,14.86,0,0,67,,8,0,20308,84.6,18,f,0,0,19406.06456,19406.06,13200,6206.06,0,0,0,4858.83,0,,1,INDIVIDUAL
12000,12000,11750, 60 months,11.49,263.86,B,B4,4 years,MORTGAGE,61464,Verified,Fully Paid,n,6.87,0,0,,,11,0,9652,47.1,15,f,0,0,15371.14917,15050.38,12000,3371.15,0,0,0,4901.38,0,,1,INDIVIDUAL
2000,2000,2000, 36 months,12.99,67.38,C,C1,2 years,MORTGAGE,124000,Not Verified,Fully Paid,n,15.75,0,0,,,6,0,761,54.4,13,f,0,0,2424.865405,2424.87,2000,424.87,0,0,0,70.29,0,,1,INDIVIDUAL
10000,6800,6800, 36 months,6.99,209.94,A,A3,1 year,MORTGAGE,57000,Not Verified,Charged Off,n,17.24,0,1,,,10,0,45010,2.9,38,f,0,0,3145.2,3145.2,2658.51,486.69,0,0,0,209.94,0,,1,INDIVIDUAL
3000,3000,3000, 36 months,7.49,93.31,A,A4,10+ years,RENT,45000,Not Verified,Fully Paid,n,24.03,0,1,,,14,0,18630,34.2,28,f,0,0,3205.57,3205.57,3000,205.57,0,0,0,14.64,0,,1,INDIVIDUAL
3000,3000,3000, 36 months,5.42,90.48,A,A1,1 year,RENT,68000,Verified,Fully Paid,n,10.27,0,0,,,11,0,4523,26.8,24,f,0,0,3256.482967,3256.48,3000,256.48,0,0,0,98.36,0,,1,INDIVIDUAL
8500,8500,8500, 36 months,5.42,256.36,A,A1,4 years,RENT,44000,Not Verified,Fully Paid,n,4.36,0,0,,,7,0,3791,35.4,13,f,0,0,9227.682679,9227.68,8500,727.68,0,0,0,268.72,0,,1,INDIVIDUAL
19950,19950,19925, 60 months,10.99,433.67,B,B3,7 years,MORTGAGE,130000,Verified,Current,n,5,0,0,31,,5,0,20267,36.7,18,f,2548.48,2545.25,23375.4,23346.16,17401.52,5973.88,0,0,0,433.67,0,,1,INDIVIDUAL
14125,14125,14100, 60 months,15.99,343.42,D,D2,3 years,MORTGAGE,31500,Verified,Fully Paid,n,19.92,0,0,79,,6,0,11397,56.4,16,f,0,0,20244.20091,20208.42,14125,6119.2,0,0,0,4177.15,0,,1,INDIVIDUAL
10000,9775,9775, 36 months,8.49,308.53,A,A5,6 years,RENT,80000,Source Verified,Fully Paid,n,19.99,0,3,,,13,0,35341,12.7,26,f,0,0,11099.26388,11099.26,9775,1324.26,0,0,0,357.44,0,,1,INDIVIDUAL
